CHR_PATHOGENICvsBENIGN	BENIGN_SC	PATHOGENIC_SC	INTERSECTION	UNION	MINIMUM
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	10433026	36545	13001536	2605055
CHR1_HIgenes_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	20842788	0	23447843	2605055
CHR1_OMIM_OMI_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	118550	9743	2713862	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	47081806	158809	49528052	2605055
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	14988693	159595	17434153	2605055
CHR1_DECIPHER_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	14541819	159595	16987279	2605055
CHR1_MorbidMap_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	18829385	36545	21397895	2605055
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_10_B_GAIN.txt	2605055	95036163	971616	96669602	2605055
CHR1_CooperPaper_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	18812009	0	20051622	1239613
CHR1_ReportedCNVs_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	27202140	0	28441753	1239613
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	7066601	0	8306214	1239613
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	16396383	0	17635996	1239613
CHR1_MMS_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	23921412	0	25161025	1239613
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	47081806	0	48321419	1239613
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	10433026	0	11672639	1239613
CHR1_HIgenes_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	20842788	0	22082401	1239613
CHR1_OMIM_OMI_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	118550	0	1358163	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	47081806	0	48321419	1239613
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	14988693	0	16228306	1239613
CHR1_DECIPHER_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	14541819	0	15781432	1239613
CHR1_MorbidMap_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	18829385	0	20068998	1239613
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_10_B_LOSS.txt	1239613	95036163	0	96275776	1239613
CHR1_CooperPaper_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	18812009	662761	43271093	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	27202140	159595	52164390	25121845
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	7066601	158809	32029637	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	16396383	0	41518228	16396383
CHR1_MMS_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	23921412	139126	48904131	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	47081806	158809	72044842	25121845
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	10433026	39078	35515793	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	20842788	0	45964633	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	118550	12276	25228119	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	47081806	158809	72044842	25121845
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	14988693	159595	39950943	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	14541819	159595	39504069	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	18829385	39078	43912152	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_10_B_USLB_GAIN.txt	25121845	95036163	980082	119177926	25121845
CHR1_CooperPaper_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	18812009	0	20051622	1239613
CHR1_ReportedCNVs_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	27202140	0	28441753	1239613
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	7066601	0	8306214	1239613
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	16396383	0	17635996	1239613
CHR1_MMS_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	23921412	0	25161025	1239613
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	47081806	0	48321419	1239613
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	10433026	0	11672639	1239613
CHR1_HIgenes_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	20842788	0	22082401	1239613
CHR1_OMIM_OMI_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	118550	0	1358163	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	47081806	0	48321419	1239613
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	14988693	0	16228306	1239613
CHR1_DECIPHER_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	14541819	0	15781432	1239613
CHR1_MorbidMap_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	18829385	0	20068998	1239613
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_10_B_USLB_LOSS.txt	1239613	95036163	0	96275776	1239613
CHR1_CooperPaper_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	18812009	17715722	147802371	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	27202140	22414798	151493426	27202140
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	7066601	6980167	146792518	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	16396383	8764613	154337854	16396383
CHR1_MMS_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	23921412	19199951	151427545	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	47081806	27570923	166216967	47081806
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	10433026	6124053	151015057	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	20842788	10391332	157157540	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	118550	91214	146733420	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	47081806	27570923	166216967	47081806
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	14988693	13848598	147846179	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	14541819	13488158	147759745	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	18829385	11574988	153960481	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_1_ALL_GAIN.txt	146706084	95036163	60266551	181475696	95036163
CHR1_CooperPaper_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	18812009	11908110	91747179	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	27202140	12241551	99803869	27202140
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	7066601	3705278	88204603	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	16396383	6483097	94756566	16396383
CHR1_MMS_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	23921412	11453343	97311349	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	47081806	21350153	110574933	47081806
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	10433026	3150281	92126025	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	20842788	6847610	98838458	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	118550	51723	84910107	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	47081806	21350153	110574933	47081806
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	14988693	7542071	92289902	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	14541819	7332904	92052195	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	18829385	6955513	96717152	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_1_ALL_LOSS.txt	84843280	95036163	35048728	144830715	84843280
CHR1_CooperPaper_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	18812009	8794465	56168391	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	27202140	6420793	66932194	27202140
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	7066601	4652512	48564936	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	16396383	1254089	61293141	16396383
CHR1_MMS_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	23921412	5536928	64535331	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	47081806	7067319	86165334	46150847
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	10433026	441049	56142824	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	20842788	944516	66049119	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	118550	58145	46211252	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	47081806	7067319	86165334	46150847
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	14988693	6209707	54929833	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	14541819	6011292	54681374	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	18829385	1239336	63740896	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_1_B_GAIN.txt	46150847	95036163	9651076	131535934	46150847
CHR1_CooperPaper_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	18812009	1549686	29657412	12395089
CHR1_ReportedCNVs_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	27202140	2152601	37444628	12395089
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	7066601	645925	18815765	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	16396383	49651	28741821	12395089
CHR1_MMS_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	23921412	1937792	34378709	12395089
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	47081806	1685694	57791201	12395089
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	10433026	714307	22113808	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	20842788	230659	33007218	12395089
CHR1_OMIM_OMI_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	118550	24225	12489414	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	47081806	1685694	57791201	12395089
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	14988693	1475234	25908548	12395089
CHR1_DECIPHER_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	14541819	1300668	25636240	12395089
CHR1_MorbidMap_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	18829385	734774	30489700	12395089
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_1_B_LOSS.txt	12395089	95036163	4558164	102873088	12395089
CHR1_CooperPaper_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	18812009	12065909	71848486	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	27202140	8693492	83611034	27202140
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	7066601	5369718	66799269	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	16396383	2544279	78954490	16396383
CHR1_MMS_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	23921412	7723562	81300236	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	47081806	12423731	99760461	47081806
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	10433026	1716385	73819027	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	20842788	1729062	84216112	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	118550	81860	65139076	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	47081806	12423731	99760461	47081806
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	14988693	7212234	72878845	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	14541819	6954782	72689423	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	18829385	3376477	80555294	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_1_B_USLB_GAIN.txt	65102386	95036163	18885733	141252816	65102386
CHR1_CooperPaper_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	18812009	4785546	40084289	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	27202140	3804615	49455351	26057826
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	7066601	1331930	31792497	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	16396383	304766	42149443	16396383
CHR1_MMS_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	23921412	3537669	46441569	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	47081806	4673125	68466507	26057826
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	10433026	790210	35700642	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	20842788	923370	45977244	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	118550	24225	26152151	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	47081806	4673125	68466507	26057826
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	14988693	2776638	38269881	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	14541819	2602072	37997573	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	18829385	1086480	43800731	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_1_B_USLB_LOSS.txt	26057826	95036163	8006152	113087837	26057826
CHR1_CooperPaper_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	18812009	14669751	91317891	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	27202140	13471298	100906475	27202140
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	7066601	5830319	88411915	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	16396383	5355992	98216024	16396383
CHR1_MMS_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	23921412	11284269	99812776	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	47081806	15916450	118340989	47081806
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	10433026	4017142	93591517	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	20842788	5136227	102882194	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	118550	86715	87207468	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	47081806	15916450	118340989	47081806
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	14988693	9792898	92371428	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	14541819	9501193	92216259	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	18829385	7233629	98771389	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_2_ALL_GAIN.txt	87175633	95036163	30617827	151593969	87175633
CHR1_CooperPaper_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	18812009	5654070	48471204	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	27202140	4795858	57719547	27202140
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	7066601	1670200	40709666	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	16396383	1468713	50240935	16396383
CHR1_MMS_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	23921412	4442098	54792579	23921412
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	47081806	7651650	74743421	35313265
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	10433026	1881093	43865198	10433026
CHR1_HIgenes_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	20842788	1353528	54802525	20842788
CHR1_OMIM_OMI_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	118550	40246	35391569	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	47081806	7651650	74743421	35313265
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	14988693	2607124	47694834	14988693
CHR1_DECIPHER_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	14541819	2404039	47451045	14541819
CHR1_MorbidMap_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	18829385	2998672	51143978	18829385
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_2_ALL_LOSS.txt	35313265	95036163	9953330	120396098	35313265
CHR1_CooperPaper_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	18812009	2293268	26489528	9970787
CHR1_ReportedCNVs_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	27202140	1408385	35764542	9970787
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	7066601	987075	16050313	7066601
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	16396383	94189	26272981	9970787
CHR1_MMS_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	23921412	918120	32974079	9970787
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	47081806	1265507	55787086	9970787
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	10433026	71010	20332803	9970787
CHR1_HIgenes_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	20842788	454487	30359088	9970787
CHR1_OMIM_OMI_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	118550	38093	10051244	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	47081806	1265507	55787086	9970787
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	14988693	1408385	23551095	9970787
CHR1_DECIPHER_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	14541819	1228329	23284277	9970787
CHR1_MorbidMap_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	18829385	183693	28616479	9970787
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_2_B_GAIN.txt	9970787	95036163	2498206	102508744	9970787
CHR1_CooperPaper_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	18812009	417969	22474702	4080662
CHR1_ReportedCNVs_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	27202140	495357	30787445	4080662
CHR1_CLINGEN_Pathogenic_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	7066601	76098	11071165	4080662
CHR1_OMIM_Dominant_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	16396383	20467	20456578	4080662
CHR1_MMS_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	23921412	494571	27507503	4080662
CHR1_Primary_CNVs_10MB_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	47081806	76098	51086370	4080662
CHR1_OMIM_Recessive_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	10433026	15340	14498348	4080662
CHR1_HIgenes_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	20842788	20467	24902983	4080662
CHR1_OMIM_OMI_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	118550	15340	4183872	118550
CHR1_Primary_CNVs_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	47081806	76098	51086370	4080662
CHR1_CLINGEN+DECIPHER_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	14988693	495357	18573998	4080662
CHR1_DECIPHER_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	14541819	495357	18127124	4080662
CHR1_MorbidMap_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	18829385	35807	22874240	4080662
CHR1_OMIM_AllGenes_hg19.BEDvsCHR1_2_B_LOSS.txt	4080662	95036163	1432984	97683841	4080662
CHR1_CooperPaper_hg19.BEDvsCHR1_2_B_USLB_GAIN.txt	40556187	18812009	5986223	53381973	18812009
CHR1_ReportedCNVs_hg19.BEDvsCHR1_2_B_USLB_GAIN.txt	40556187	27202140	3610053	64148274	27202140
